"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [Paikallinen aika]","Lumensyvyys [cm]","Sademäärä [mm]","Ilman keskilämpötila [°C]"
"Rovaniemi Apukka","2023","3","31","03:00","79","0.2","-2.2"
"Rovaniemi Apukka","2023","4","1","03:00","76","-1","-3.2"
"Rovaniemi Apukka","2023","4","2","03:00","75","-1","-6.4"
"Rovaniemi Apukka","2023","4","3","03:00","74","-1","-9.6"
"Rovaniemi Apukka","2023","4","4","03:00","73","-1","-2.6"
"Rovaniemi Apukka","2023","4","5","03:00","73","-1","-3"
"Rovaniemi Apukka","2023","4","6","03:00","71","-1","-0.9"
"Rovaniemi Apukka","2023","4","7","03:00","70","-1","0.9"
"Rovaniemi Apukka","2023","4","8","03:00","67","-1","1.4"
"Rovaniemi Apukka","2023","4","9","03:00","65","-1","1"
"Rovaniemi Apukka","2023","4","10","03:00","62","-1","2.6"
"Rovaniemi Apukka","2023","4","11","03:00","59","-1","0.5"
"Rovaniemi Apukka","2023","4","12","03:00","58","-1","0"
"Rovaniemi Apukka","2023","4","13","03:00","55","-1","-1.6"
"Rovaniemi Apukka","2023","4","14","03:00","55","-1","-2.8"
"Rovaniemi Apukka","2023","4","15","03:00","54","-1","-2.3"
"Rovaniemi Apukka","2023","4","16","03:00","53","-1","-1.5"
"Rovaniemi Apukka","2023","4","17","03:00","54","-1","1"
"Rovaniemi Apukka","2023","4","18","03:00","52","0.2","3.9"
"Rovaniemi Apukka","2023","4","19","03:00","47","0.4","4.5"
"Rovaniemi Apukka","2023","4","20","03:00","43","-1","7.2"
"Rovaniemi Apukka","2023","4","21","03:00","36","-1","6.9"
"Rovaniemi Apukka","2023","4","22","03:00","28","-1","0"
"Rovaniemi Apukka","2023","4","23","03:00","27","-1","-1.8"
"Rovaniemi Apukka","2023","4","24","03:00","26","-1","-0.7"
"Rovaniemi Apukka","2023","4","25","03:00","26","3","-0.2"
"Rovaniemi Apukka","2023","4","26","03:00","25","0.9","3.4"
"Rovaniemi Apukka","2023","4","27","03:00","19","-1","6.2"
"Rovaniemi Apukka","2023","4","28","03:00","8","6.5","2.9"
"Rovaniemi Apukka","2023","4","29","03:00","8","3.9","-0.3"
"Rovaniemi Apukka","2023","4","30","03:00","9","3.8","1.6"
"Rovaniemi Apukka","2023","5","1","03:00","6","0.3","2.3"
"Rovaniemi Apukka","2023","5","2","03:00","2","-1","2.4"
"Rovaniemi Apukka","2023","5","3","03:00","-1","-1","-0.1"
"Rovaniemi Apukka","2023","5","4","03:00","-1","-1","-1"
"Rovaniemi Apukka","2023","5","5","03:00","-1","-1","1.4"
"Rovaniemi Apukka","2023","5","6","03:00","-1","-1","3.1"
"Rovaniemi Apukka","2023","5","7","03:00","-1","-1","3.8"
"Rovaniemi Apukka","2023","5","8","03:00","-1","-1","6.1"
"Rovaniemi Apukka","2023","5","9","03:00","-1","-1","7.7"
"Rovaniemi Apukka","2023","5","10","03:00","-1","-1","7.8"
"Rovaniemi Apukka","2023","5","11","03:00","-1","-1","10.1"
"Rovaniemi Apukka","2023","5","12","03:00","-1","-1","10"
"Rovaniemi Apukka","2023","5","13","03:00","-1","-1","10"
"Rovaniemi Apukka","2023","5","14","03:00","-1","-1","11.4"
"Rovaniemi Apukka","2023","5","15","03:00","-1","-1","15"
"Rovaniemi Apukka","2023","5","16","03:00","-1","1","13.6"
"Rovaniemi Apukka","2023","5","17","03:00","-1","14.2","11"
"Rovaniemi Apukka","2023","5","18","03:00","-1","0.7","5.7"
"Rovaniemi Apukka","2023","5","19","03:00","-1","-1","9"
"Rovaniemi Apukka","2023","5","20","03:00","-1","-1","13"
"Rovaniemi Apukka","2023","5","21","03:00","-1","-1","14.4"
"Rovaniemi Apukka","2023","5","22","03:00","-1","-1","15.8"
"Rovaniemi Apukka","2023","5","23","03:00","-1","0.4","13.4"
"Rovaniemi Apukka","2023","5","24","03:00","-1","0.2","12.7"
"Rovaniemi Apukka","2023","5","25","03:00","-1","-1","10.7"
"Rovaniemi Apukka","2023","5","26","03:00","-1","0.3","6.5"
"Rovaniemi Apukka","2023","5","27","03:00","-1","-1","6.4"
"Rovaniemi Apukka","2023","5","28","03:00","-1","3.3","8.1"
"Rovaniemi Apukka","2023","5","29","03:00","-1","-1","8.4"
"Rovaniemi Apukka","2023","5","30","03:00","-1","1.9","8.2"
"Rovaniemi Apukka","2023","5","31","03:00","-1","1.6","9"
"Rovaniemi Apukka","2023","6","1","03:00","-1","3.9","3.8"
"Rovaniemi Apukka","2023","6","2","03:00","-1","-1","5.7"
"Rovaniemi Apukka","2023","6","3","03:00","-1","-1","6.6"
"Rovaniemi Apukka","2023","6","4","03:00","-1","-1","8.3"
"Rovaniemi Apukka","2023","6","5","03:00","-1","-1","9.7"
"Rovaniemi Apukka","2023","6","6","03:00","-1","-1","7.9"
"Rovaniemi Apukka","2023","6","7","03:00","-1","0.8","8.3"
"Rovaniemi Apukka","2023","6","8","03:00","-1","0.4","7.9"
"Rovaniemi Apukka","2023","6","9","03:00","-1","-1","7.7"
"Rovaniemi Apukka","2023","6","10","03:00","-1","-1","10.5"
"Rovaniemi Apukka","2023","6","11","03:00","-1","-1","15.7"
"Rovaniemi Apukka","2023","6","12","03:00","-1","-1","15.4"
"Rovaniemi Apukka","2023","6","13","03:00","-1","-1","14"
"Rovaniemi Apukka","2023","6","14","03:00","-1","-1","16"
"Rovaniemi Apukka","2023","6","15","03:00","-1","-1","15.8"
"Rovaniemi Apukka","2023","6","16","03:00","-1","-1","14.3"
"Rovaniemi Apukka","2023","6","17","03:00","-1","-1","16"
"Rovaniemi Apukka","2023","6","18","03:00","-1","0.6","18.5"
"Rovaniemi Apukka","2023","6","19","03:00","-1","1.2","20"
"Rovaniemi Apukka","2023","6","20","03:00","-1","0.2","18.5"
"Rovaniemi Apukka","2023","6","21","03:00","-1","0.1","18.6"
"Rovaniemi Apukka","2023","6","22","03:00","-1","-1","16.8"
"Rovaniemi Apukka","2023","6","23","03:00","-1","-1","16.8"
"Rovaniemi Apukka","2023","6","24","03:00","-1","-1","18.6"
"Rovaniemi Apukka","2023","6","25","03:00","-1","-1","19.7"
"Rovaniemi Apukka","2023","6","26","03:00","-1","-1","17.7"
"Rovaniemi Apukka","2023","6","27","03:00","-1","6","18"
"Rovaniemi Apukka","2023","6","28","03:00","-1","-1","19.5"
"Rovaniemi Apukka","2023","6","29","03:00","-1","1.8","18.6"
"Rovaniemi Apukka","2023","6","30","03:00","-1","-1","15.8"
"Rovaniemi Apukka","2023","7","1","03:00","-1","-1","12.6"
"Rovaniemi Apukka","2023","7","2","03:00","-1","-1","7.9"
"Rovaniemi Apukka","2023","7","3","03:00","-1","4","12.3"
"Rovaniemi Apukka","2023","7","4","03:00","-1","1.1","12.8"
"Rovaniemi Apukka","2023","7","5","03:00","-1","0.5","14.8"
"Rovaniemi Apukka","2023","7","6","03:00","-1","-1","15.3"
"Rovaniemi Apukka","2023","7","7","03:00","-1","-1","16"
"Rovaniemi Apukka","2023","7","8","03:00","-1","-1","15.2"
"Rovaniemi Apukka","2023","7","9","03:00","-1","-1","14.9"
"Rovaniemi Apukka","2023","7","10","03:00","-1","-1","15.7"
"Rovaniemi Apukka","2023","7","11","03:00","-1","-1","17.9"
"Rovaniemi Apukka","2023","7","12","03:00","-1","-1","18.9"
"Rovaniemi Apukka","2023","7","13","03:00","-1","6.8","14.3"
"Rovaniemi Apukka","2023","7","14","03:00","-1","0.2","14.1"
"Rovaniemi Apukka","2023","7","15","03:00","-1","-1","17.3"
"Rovaniemi Apukka","2023","7","16","03:00","-1","-1","18.2"
"Rovaniemi Apukka","2023","7","17","03:00","-1","0.1","17.4"
"Rovaniemi Apukka","2023","7","18","03:00","-1","6.1","16"
"Rovaniemi Apukka","2023","7","19","03:00","-1","9","14.8"
"Rovaniemi Apukka","2023","7","20","03:00","-1","2.1","15"
"Rovaniemi Apukka","2023","7","21","03:00","-1","4.3","15.3"
"Rovaniemi Apukka","2023","7","22","03:00","-1","-1","11.5"
"Rovaniemi Apukka","2023","7","23","03:00","-1","-1","12.8"
"Rovaniemi Apukka","2023","7","24","03:00","-1","-1","10.8"
"Rovaniemi Apukka","2023","7","25","03:00","-1","-1","14.6"
"Rovaniemi Apukka","2023","7","26","03:00","-1","0.5","15.9"
"Rovaniemi Apukka","2023","7","27","03:00","-1","-1","17"
"Rovaniemi Apukka","2023","7","28","03:00","-1","5.3","17.9"
"Rovaniemi Apukka","2023","7","29","03:00","-1","3.3","15.2"
"Rovaniemi Apukka","2023","7","30","03:00","-1","0.9","15.6"
"Rovaniemi Apukka","2023","7","31","03:00","-1","-1","17.2"
"Rovaniemi Apukka","2023","8","1","03:00","-1","9.8","16.9"
"Rovaniemi Apukka","2023","8","2","03:00","-1","4.6","19.7"
"Rovaniemi Apukka","2023","8","3","03:00","-1","0.5","19.4"
"Rovaniemi Apukka","2023","8","4","03:00","-1","19.2","17.6"
"Rovaniemi Apukka","2023","8","5","03:00","-1","0.4","16.4"
"Rovaniemi Apukka","2023","8","6","03:00","-1","-1","15.9"
"Rovaniemi Apukka","2023","8","7","03:00","-1","1.4","18.6"
"Rovaniemi Apukka","2023","8","8","03:00","-1","-1","22.8"
"Rovaniemi Apukka","2023","8","9","03:00","-1","4.8","18.9"
"Rovaniemi Apukka","2023","8","10","03:00","-1","6.9","16.5"
"Rovaniemi Apukka","2023","8","11","03:00","-1","2.4","16.7"
"Rovaniemi Apukka","2023","8","12","03:00","-1","0.7","15.9"
"Rovaniemi Apukka","2023","8","13","03:00","-1","1.6","14.8"
"Rovaniemi Apukka","2023","8","14","03:00","-1","0.1","16.9"
"Rovaniemi Apukka","2023","8","15","03:00","-1","4","17.2"
"Rovaniemi Apukka","2023","8","16","03:00","-1","12.6","15.7"
"Rovaniemi Apukka","2023","8","17","03:00","-1","-1","12.7"
"Rovaniemi Apukka","2023","8","18","03:00","-1","-1","10.5"
"Rovaniemi Apukka","2023","8","19","03:00","-1","-1","11.2"
"Rovaniemi Apukka","2023","8","20","03:00","-1","-1","11.1"
"Rovaniemi Apukka","2023","8","21","03:00","-1","-1","13.2"
"Rovaniemi Apukka","2023","8","22","03:00","-1","-1","13.7"
"Rovaniemi Apukka","2023","8","23","03:00","-1","-1","13.2"
"Rovaniemi Apukka","2023","8","24","03:00","-1","-1","12.7"
"Rovaniemi Apukka","2023","8","25","03:00","-1","-1","13.3"
"Rovaniemi Apukka","2023","8","26","03:00","-1","-1","13.6"
"Rovaniemi Apukka","2023","8","27","03:00","-1","-1","12.1"
"Rovaniemi Apukka","2023","8","28","03:00","-1","5.2","13.4"
"Rovaniemi Apukka","2023","8","29","03:00","-1","8.1","10.6"
"Rovaniemi Apukka","2023","8","30","03:00","-1","-1","13.2"
"Rovaniemi Apukka","2023","8","31","03:00","-1","19.8","12.5"
"Rovaniemi Apukka","2023","9","1","03:00","-1","3.3","14.5"
"Rovaniemi Apukka","2023","9","2","03:00","-1","8.6","14.7"
"Rovaniemi Apukka","2023","9","3","03:00","-1","2.9","14.6"
"Rovaniemi Apukka","2023","9","4","03:00","-1","7.5","13.3"
"Rovaniemi Apukka","2023","9","5","03:00","-1","-1","11.5"
"Rovaniemi Apukka","2023","9","6","03:00","-1","-1","8.5"
"Rovaniemi Apukka","2023","9","7","03:00","-1","-1","9.5"
"Rovaniemi Apukka","2023","9","8","03:00","-1","-1","11.1"
"Rovaniemi Apukka","2023","9","9","03:00","-1","-1","15.4"
"Rovaniemi Apukka","2023","9","10","03:00","-1","0.4","14.9"
"Rovaniemi Apukka","2023","9","11","03:00","-1","0.5","10.8"
"Rovaniemi Apukka","2023","9","12","03:00","-1","6.8","14.9"
"Rovaniemi Apukka","2023","9","13","03:00","-1","-1","9.3"
"Rovaniemi Apukka","2023","9","14","03:00","-1","0.2","5.6"
"Rovaniemi Apukka","2023","9","15","03:00","-1","0.8","4.5"
"Rovaniemi Apukka","2023","9","16","03:00","-1","0.7","7.7"
"Rovaniemi Apukka","2023","9","17","03:00","-1","16.6","7.7"
"Rovaniemi Apukka","2023","9","18","03:00","-1","-1","6.3"
"Rovaniemi Apukka","2023","9","19","03:00","-1","45.6","8.1"
"Rovaniemi Apukka","2023","9","20","03:00","-1","0.1","5.3"
"Rovaniemi Apukka","2023","9","21","03:00","-1","8.3","5.4"
"Rovaniemi Apukka","2023","9","22","03:00","-1","1.3","15.2"
"Rovaniemi Apukka","2023","9","23","03:00","-1","6.9","14.6"
"Rovaniemi Apukka","2023","9","24","03:00","-1","-1","7.7"
"Rovaniemi Apukka","2023","9","25","03:00","-1","8.2","10.1"
"Rovaniemi Apukka","2023","9","26","03:00","-1","0.6","12"
"Rovaniemi Apukka","2023","9","27","03:00","-1","5.3","10.3"
"Rovaniemi Apukka","2023","9","28","03:00","-1","1.2","10.6"
"Rovaniemi Apukka","2023","9","29","03:00","-1","2.7","11.2"
"Rovaniemi Apukka","2023","9","30","03:00","-1","1.6","11.8"
"Rovaniemi Apukka","2023","10","1","03:00","-1","-1","7.8"
"Rovaniemi Apukka","2023","10","2","03:00","-1","4.5","5.7"
"Rovaniemi Apukka","2023","10","3","03:00","-1","0.6","5.5"
"Rovaniemi Apukka","2023","10","4","03:00","-1","0.6","4.8"
"Rovaniemi Apukka","2023","10","5","03:00","-1","-1","1.7"
"Rovaniemi Apukka","2023","10","6","03:00","-1","-1","0.8"
"Rovaniemi Apukka","2023","10","7","03:00","-1","1.9","0.4"
"Rovaniemi Apukka","2023","10","8","03:00","3","-1","-0.7"
"Rovaniemi Apukka","2023","10","9","03:00","2","-1","-1.8"
"Rovaniemi Apukka","2023","10","10","03:00","-1","0.6","-0.8"
"Rovaniemi Apukka","2023","10","11","03:00","2","15","0.9"
"Rovaniemi Apukka","2023","10","12","03:00","5","0.6","0.8"
"Rovaniemi Apukka","2023","10","13","03:00","4","0.9","-0.1"
"Rovaniemi Apukka","2023","10","14","03:00","5","7.7","-0.5"
"Rovaniemi Apukka","2023","10","15","03:00","7","3.3","0.7"
"Rovaniemi Apukka","2023","10","16","03:00","7","-1","1.9"
"Rovaniemi Apukka","2023","10","17","03:00","4","-1","-1.5"
"Rovaniemi Apukka","2023","10","18","03:00","4","-1","-3.5"
"Rovaniemi Apukka","2023","10","19","03:00","4","-1","-5.1"
"Rovaniemi Apukka","2023","10","20","03:00","5","-1","-7.3"
"Rovaniemi Apukka","2023","10","21","03:00","7","-1","-7"
"Rovaniemi Apukka","2023","10","22","03:00","8","-1","-8.4"
"Rovaniemi Apukka","2023","10","23","03:00","8","-1","-6.9"
"Rovaniemi Apukka","2023","10","24","03:00","9","-1","-10.2"
"Rovaniemi Apukka","2023","10","25","03:00","9","-1","-5.1"
"Rovaniemi Apukka","2023","10","26","03:00","9","5","-4.7"
"Rovaniemi Apukka","2023","10","27","03:00","14","0.4","-3.5"
"Rovaniemi Apukka","2023","10","28","03:00","17","-1","-5.1"
"Rovaniemi Apukka","2023","10","29","03:00","16","-1","-10"
"Rovaniemi Apukka","2023","10","30","02:00","15","0.8","-9.1"
"Rovaniemi Apukka","2023","10","31","02:00","16","-1","-8.5"
"Rovaniemi Apukka","2023","11","1","02:00","15","-1","-6.8"
"Rovaniemi Apukka","2023","11","2","02:00","15","-1","-4.5"
"Rovaniemi Apukka","2023","11","3","02:00","14","-1","-6.2"
"Rovaniemi Apukka","2023","11","4","02:00","15","1","-4.6"
"Rovaniemi Apukka","2023","11","5","02:00","15","0.8","0"
"Rovaniemi Apukka","2023","11","6","02:00","15","-1","1.3"
"Rovaniemi Apukka","2023","11","7","02:00","13","2.3","0.5"
"Rovaniemi Apukka","2023","11","8","02:00","15","2.8","-0.9"
"Rovaniemi Apukka","2023","11","9","02:00","20","0.2","-4.7"
"Rovaniemi Apukka","2023","11","10","02:00","20","0.1","-4.1"
"Rovaniemi Apukka","2023","11","11","02:00","19","-1","-14.4"
"Rovaniemi Apukka","2023","11","12","02:00","19","-1","-20.9"
"Rovaniemi Apukka","2023","11","13","02:00","19","-1","-6.3"
"Rovaniemi Apukka","2023","11","14","02:00","18","-1","-14.6"
"Rovaniemi Apukka","2023","11","15","02:00","18","-1","-8.9"
"Rovaniemi Apukka","2023","11","16","02:00","18","-1","-15.8"
"Rovaniemi Apukka","2023","11","17","02:00","19","-1","-11.6"
"Rovaniemi Apukka","2023","11","18","02:00","19","-1","-18"
"Rovaniemi Apukka","2023","11","19","02:00","19","1.5","-12.6"
"Rovaniemi Apukka","2023","11","20","02:00","23","-1","-19.6"
"Rovaniemi Apukka","2023","11","21","02:00","23","-1","-24.4"
"Rovaniemi Apukka","2023","11","22","02:00","22","4.2","-12.3"
"Rovaniemi Apukka","2023","11","23","02:00","28","1.9","-4.4"
"Rovaniemi Apukka","2023","11","24","02:00","30","0.2","-8.6"
"Rovaniemi Apukka","2023","11","25","02:00","30","1.8","-3.1"
"Rovaniemi Apukka","2023","11","26","02:00","32","-1","-12.3"
"Rovaniemi Apukka","2023","11","27","02:00","31","-1","-26.6"
"Rovaniemi Apukka","2023","11","28","02:00","30","-1","-8.6"
"Rovaniemi Apukka","2023","11","29","02:00","26","1.1","-4.4"
"Rovaniemi Apukka","2023","11","30","02:00","29","0.4","-9.4"
"Rovaniemi Apukka","2023","12","1","02:00","30","-1","-8.2"
"Rovaniemi Apukka","2023","12","2","02:00","29","0.1","-14.8"
"Rovaniemi Apukka","2023","12","3","02:00","29","0.2","-11.4"
"Rovaniemi Apukka","2023","12","4","02:00","30","1.8","-10.3"
"Rovaniemi Apukka","2023","12","5","02:00","29","0.5","-11.7"
"Rovaniemi Apukka","2023","12","6","02:00","32","-1","-21"
"Rovaniemi Apukka","2023","12","7","02:00","33","0.6","-13.5"
"Rovaniemi Apukka","2023","12","8","02:00","35","1.4","-10.2"
"Rovaniemi Apukka","2023","12","9","02:00","34","0.3","-13.2"
"Rovaniemi Apukka","2023","12","10","02:00","35","-1","-13.9"
"Rovaniemi Apukka","2023","12","11","02:00","36","-1","-13.4"
"Rovaniemi Apukka","2023","12","12","02:00","37","-1","-16.7"
"Rovaniemi Apukka","2023","12","13","02:00","35","-1","-15.4"
"Rovaniemi Apukka","2023","12","14","02:00","35","-1","-10.1"
"Rovaniemi Apukka","2023","12","15","02:00","35","1.2","-8.5"
"Rovaniemi Apukka","2023","12","16","02:00","36","2.4","-5.1"
"Rovaniemi Apukka","2023","12","17","02:00","37","-1","-4.8"
"Rovaniemi Apukka","2023","12","18","02:00","37","3.4","-7.2"
"Rovaniemi Apukka","2023","12","19","02:00","40","3.3","-2.7"
"Rovaniemi Apukka","2023","12","20","02:00","44","-1","-8.6"
"Rovaniemi Apukka","2023","12","21","02:00","44","-1","-16.3"
"Rovaniemi Apukka","2023","12","22","02:00","43","-1","-9.7"
"Rovaniemi Apukka","2023","12","23","02:00","42","1.3","-5.6"
"Rovaniemi Apukka","2023","12","24","02:00","45","3.3","-3.5"
"Rovaniemi Apukka","2023","12","25","02:00","47","1.5","-2.4"
"Rovaniemi Apukka","2023","12","26","02:00","47","0.3","-5.2"
"Rovaniemi Apukka","2023","12","27","02:00","49","0.1","-7.4"
"Rovaniemi Apukka","2023","12","28","02:00","48","0.1","-10.3"
"Rovaniemi Apukka","2023","12","29","02:00","47","0.2","-9.3"
"Rovaniemi Apukka","2023","12","30","02:00","49","-1","-13.4"
"Rovaniemi Apukka","2023","12","31","02:00","47","-1","-18.5"
"Rovaniemi Apukka","2024","1","1","02:00","46","-1","-31.1"
"Rovaniemi Apukka","2024","1","2","02:00","47","-1","-30.4"
"Rovaniemi Apukka","2024","1","3","02:00","47","-1","-31.6"
"Rovaniemi Apukka","2024","1","4","02:00","47","-1","-33"
"Rovaniemi Apukka","2024","1","5","02:00","47","-1","-27.7"
"Rovaniemi Apukka","2024","1","6","02:00","46","-1","-22.2"
"Rovaniemi Apukka","2024","1","7","02:00","45","0.5","-21.9"
"Rovaniemi Apukka","2024","1","8","02:00","46","4.8","-13.9"
"Rovaniemi Apukka","2024","1","9","02:00","52","0.5","-3.3"
"Rovaniemi Apukka","2024","1","10","02:00","51","0.2","-4.1"
"Rovaniemi Apukka","2024","1","11","02:00","50","-1","-13.9"
"Rovaniemi Apukka","2024","1","12","02:00","49","2","-23.9"
"Rovaniemi Apukka","2024","1","13","02:00","54","0.7","-20.3"
"Rovaniemi Apukka","2024","1","14","02:00","54","0.2","-26"
"Rovaniemi Apukka","2024","1","15","02:00","55","0.3","-24"
"Rovaniemi Apukka","2024","1","16","02:00","56","3.9","-15.9"
"Rovaniemi Apukka","2024","1","17","02:00","59","-1","-25.6"
"Rovaniemi Apukka","2024","1","18","02:00","58","-1","-31.6"
"Rovaniemi Apukka","2024","1","19","02:00","57","-1","-17.9"
"Rovaniemi Apukka","2024","1","20","02:00","57","-1","-24.4"
"Rovaniemi Apukka","2024","1","21","02:00","57","2.2","-12.5"
"Rovaniemi Apukka","2024","1","22","02:00","58","6.4","-1.7"
"Rovaniemi Apukka","2024","1","23","02:00","64","2.3","-1.8"
"Rovaniemi Apukka","2024","1","24","02:00","66","-1","-17.2"
"Rovaniemi Apukka","2024","1","25","02:00","66","-1","-26.3"
"Rovaniemi Apukka","2024","1","26","02:00","65","1.1","-17.1"
"Rovaniemi Apukka","2024","1","27","02:00","67","0.3","-3.6"
"Rovaniemi Apukka","2024","1","28","02:00","68","0.3","-0.8"
"Rovaniemi Apukka","2024","1","29","02:00","67","-1","1.4"
"Rovaniemi Apukka","2024","1","30","02:00","65","-1","1.1"
"Rovaniemi Apukka","2024","1","31","02:00","64","2.5","-1"
"Rovaniemi Apukka","2024","2","1","02:00","67","2.4","-0.1"
"Rovaniemi Apukka","2024","2","2","02:00","68","1.5","-6.7"
"Rovaniemi Apukka","2024","2","3","02:00","69","2.9","-3.9"
"Rovaniemi Apukka","2024","2","4","02:00","71","1","-8.4"
"Rovaniemi Apukka","2024","2","5","02:00","72","-1","-9.8"
"Rovaniemi Apukka","2024","2","6","02:00","71","-1","-27.7"
"Rovaniemi Apukka","2024","2","7","02:00","71","-1","-20.5"
"Rovaniemi Apukka","2024","2","8","02:00","71","-1","-25.4"
"Rovaniemi Apukka","2024","2","9","02:00","71","-1","-30.8"
"Rovaniemi Apukka","2024","2","10","02:00","71","-1","-22.7"
"Rovaniemi Apukka","2024","2","11","02:00","70","-1","-24.2"
"Rovaniemi Apukka","2024","2","12","02:00","70","-1","-26.3"
"Rovaniemi Apukka","2024","2","13","02:00","70","-1","-21.8"
"Rovaniemi Apukka","2024","2","14","02:00","70","0.7","-14.4"
"Rovaniemi Apukka","2024","2","15","02:00","71","1.9","-10.9"
"Rovaniemi Apukka","2024","2","16","02:00","73","4.4","-4.2"
"Rovaniemi Apukka","2024","2","17","02:00","78","0.3","-5.1"
"Rovaniemi Apukka","2024","2","18","02:00","72","-1","-11.8"
"Rovaniemi Apukka","2024","2","19","02:00","71","-1","-18.3"
"Rovaniemi Apukka","2024","2","20","02:00","71","0.6","-9.2"
"Rovaniemi Apukka","2024","2","21","02:00","72","8.3","-2.9"
"Rovaniemi Apukka","2024","2","22","02:00","80","0.3","-1.1"
"Rovaniemi Apukka","2024","2","23","02:00","79","1.7","0.8"
"Rovaniemi Apukka","2024","2","24","02:00","76","-1","2.3"
"Rovaniemi Apukka","2024","2","25","02:00","69","0.5","0.6"
"Rovaniemi Apukka","2024","2","26","02:00","68","0.3","0.1"
"Rovaniemi Apukka","2024","2","27","02:00","67","-1","-1.9"
"Rovaniemi Apukka","2024","2","28","02:00","68","0.7","-1.1"
"Rovaniemi Apukka","2024","2","29","02:00","69","1.7","-0.3"
"Rovaniemi Apukka","2024","3","1","02:00","68","0.7","1.1"
"Rovaniemi Apukka","2024","3","2","02:00","67","0.6","1"
"Rovaniemi Apukka","2024","3","3","02:00","65","1.7","0.5"
"Rovaniemi Apukka","2024","3","4","02:00","64","-1","-1.2"
"Rovaniemi Apukka","2024","3","5","02:00","63","-1","-1.9"
"Rovaniemi Apukka","2024","3","6","02:00","64","-1","-2.4"
"Rovaniemi Apukka","2024","3","7","02:00","64","-1","-2.2"
"Rovaniemi Apukka","2024","3","8","02:00","63","-1","-0.7"
"Rovaniemi Apukka","2024","3","9","02:00","62","-1","0.3"
"Rovaniemi Apukka","2024","3","10","02:00","62","-1","2.3"
"Rovaniemi Apukka","2024","3","11","02:00","62","-1","0.6"
"Rovaniemi Apukka","2024","3","12","02:00","62","-1","-4.9"
"Rovaniemi Apukka","2024","3","13","02:00","62","1.7","-3.1"
"Rovaniemi Apukka","2024","3","14","02:00","63","10.1","-2.4"
"Rovaniemi Apukka","2024","3","15","02:00","71","1.9","-2.2"
"Rovaniemi Apukka","2024","3","16","02:00","74","-1","-7.5"
"Rovaniemi Apukka","2024","3","17","02:00","73","-1","-12.4"
"Rovaniemi Apukka","2024","3","18","02:00","71","-1","-5.1"
"Rovaniemi Apukka","2024","3","19","02:00","72","-1","-3.8"
"Rovaniemi Apukka","2024","3","20","02:00","72","0.9","-4.5"
"Rovaniemi Apukka","2024","3","21","02:00","71","0.2","0.7"
"Rovaniemi Apukka","2024","3","22","02:00","70","0.9","-0.8"
"Rovaniemi Apukka","2024","3","23","02:00","72","0.1","-4.6"
"Rovaniemi Apukka","2024","3","24","02:00","70","-1","-10"
"Rovaniemi Apukka","2024","3","25","02:00","70","-1","-12.5"
"Rovaniemi Apukka","2024","3","26","02:00","70","-1","-12.7"
"Rovaniemi Apukka","2024","3","27","02:00","70","0.7","-8.6"
"Rovaniemi Apukka","2024","3","28","02:00","70","6.4","-0.8"
"Rovaniemi Apukka","2024","3","29","02:00","76","-1","-2.7"
"Rovaniemi Apukka","2024","3","30","02:00","76","3.9","-3.2"
"Rovaniemi Apukka","2024","3","31","02:00","79","2.2","-3"
"Rovaniemi Apukka","2024","4","1","03:00","81","0.6","-4.3"
"Rovaniemi Apukka","2024","4","2","03:00","78","-1","-8.3"
"Rovaniemi Apukka","2024","4","3","03:00","77","-1","-10"
"Rovaniemi Apukka","2024","4","4","03:00","76","-1","-13.9"
"Rovaniemi Apukka","2024","4","5","03:00","76","1.3","-12.7"
"Rovaniemi Apukka","2024","4","6","03:00","77","0.1","-5.9"
"Rovaniemi Apukka","2024","4","7","03:00","77","2.2","-6.5"
"Rovaniemi Apukka","2024","4","8","03:00","81","5.1","-1.1"
"Rovaniemi Apukka","2024","4","9","03:00","81","-1","2.6"
"Rovaniemi Apukka","2024","4","10","03:00","76","6","2"
"Rovaniemi Apukka","2024","4","11","03:00","71","-1","5"
"Rovaniemi Apukka","2024","4","12","03:00","63","0.2","2.9"
"Rovaniemi Apukka","2024","4","13","03:00","60","0.9","4.3"
"Rovaniemi Apukka","2024","4","14","03:00","52","0.1","4"
"Rovaniemi Apukka","2024","4","15","03:00","47","0.8","3.2"
"Rovaniemi Apukka","2024","4","16","03:00","42","-1","0.1"
"Rovaniemi Apukka","2024","4","17","03:00","43","-1","-3.5"
"Rovaniemi Apukka","2024","4","18","03:00","42","-1","-5.3"
"Rovaniemi Apukka","2024","4","19","03:00","42","-1","-5.9"
"Rovaniemi Apukka","2024","4","20","03:00","41","-1","-5.3"
"Rovaniemi Apukka","2024","4","21","03:00","41","-1","-4.1"
"Rovaniemi Apukka","2024","4","22","03:00","41","5.3","-4.7"
"Rovaniemi Apukka","2024","4","23","03:00","45","5.4","-2.3"
"Rovaniemi Apukka","2024","4","24","03:00","48","-1","1.8"
"Rovaniemi Apukka","2024","4","25","03:00","45","-1","2.3"
"Rovaniemi Apukka","2024","4","26","03:00","42","1.5","3.6"
"Rovaniemi Apukka","2024","4","27","03:00","40","2.7","1.7"
"Rovaniemi Apukka","2024","4","28","03:00","37","1.3","1.9"
"Rovaniemi Apukka","2024","4","29","03:00","34","5.5","2.4"
